grid_id,active_atelerix,invest_atelerix,active_martes,invest_martes,active_eliomys,invest_eliomys,active_oryctolagus,invest_oryctolagus,corridors
cell_25_33,0,0,0,0,0,0,1,1,cell_24_33
cell_25_34,0,0,0,0,0,0,0,0,
cell_25_35,0,0,0,0,0,0,0,0,
cell_25_36,0,0,0,0,0,0,0,0,
cell_25_37,0,0,0,0,0,0,0,0,
cell_25_38,0,0,0,0,0,0,0,0,
cell_26_17,0,0,0,0,0,0,0,0,
cell_26_18,0,0,0,0,0,0,0,0,
cell_26_19,0,0,0,0,0,0,0,0,
cell_26_20,0,0,0,0,0,0,0,0,
cell_26_21,0,0,0,0,0,0,0,0,
cell_26_22,0,0,0,0,0,0,0,0,
cell_26_23,0,0,0,0,0,0,0,0,
cell_26_24,0,0,0,0,0,0,0,0,
cell_26_25,0,0,0,0,0,0,0,0,
cell_26_26,0,0,0,0,0,0,0,0,
cell_26_27,0,0,0,0,0,0,1,1,cell_25_26
cell_26_28,0,0,0,0,0,0,0,0,
cell_26_29,0,0,0,0,1,1,0,0,"cell_26_30,cell_25_29,cell_25_30,cell_27_30"
cell_26_30,0,0,1,1,0,0,0,0,"cell_26_31,cell_26_29,cell_25_30,cell_27_30,cell_25_29"
cell_26_31,0,0,1,1,0,0,0,0,"cell_26_30,cell_27_32,cell_25_30,cell_27_30"
cell_26_32,0,0,0,0,0,0,0,0,
cell_26_33,0,0,0,0,0,0,0,0,
cell_26_34,0,0,0,0,0,0,0,0,
cell_26_35,0,0,0,0,0,0,0,0,
cell_26_36,0,0,0,0,0,0,0,0,
cell_26_37,0,0,0,0,0,0,0,0,
cell_26_38,0,0,0,0,0,0,0,0,
cell_26_39,0,0,0,0,0,0,0,0,
cell_27_16,0,0,0,0,0,0,0,0,
cell_27_17,0,0,0,0,0,0,0,0,
cell_27_18,0,0,0,0,0,0,0,0,
cell_27_19,0,0,0,0,0,0,0,0,
cell_27_20,0,0,0,0,0,0,0,0,
cell_27_21,0,0,0,0,0,0,0,0,
cell_27_22,0,0,0,0,0,0,0,0,
cell_27_23,0,0,0,0,0,0,0,0,
cell_27_24,0,0,0,0,0,0,0,0,
cell_27_25,0,0,0,0,0,0,0,0,
cell_27_26,0,0,0,0,0,0,0,0,
cell_27_27,0,0,0,0,0,0,0,0,
cell_27_28,0,0,0,0,0,0,0,0,
cell_27_29,0,0,0,0,0,0,0,0,
cell_27_30,0,0,0,0,1,0,0,0,"cell_26_30,cell_26_31,cell_28_31,cell_26_29"
cell_27_31,0,0,0,0,0,0,0,0,
cell_27_32,0,0,1,1,0,0,0,0,"cell_28_33,cell_26_31,cell_28_31"
cell_27_33,0,0,0,0,0,0,0,0,
cell_27_34,0,0,0,0,0,0,0,0,
cell_27_35,0,0,0,0,0,0,0,0,
cell_27_36,0,0,0,0,0,0,0,0,
cell_27_37,0,0,0,0,0,0,0,0,
cell_27_38,0,0,0,0,0,0,0,0,
cell_27_39,0,0,0,0,0,0,0,0,
cell_28_16,0,0,0,0,0,0,0,0,
cell_28_17,0,0,0,0,0,0,0,0,
cell_28_18,0,0,0,0,0,0,0,0,
cell_28_19,0,0,0,0,0,0,0,0,
cell_28_20,0,0,0,0,0,0,0,0,
cell_28_21,0,0,0,0,0,0,0,0,
cell_28_22,0,0,0,0,0,0,0,0,
cell_28_23,0,0,0,0,0,0,0,0,
cell_28_24,0,0,0,0,0,0,0,0,
cell_28_25,0,0,0,0,0,0,0,0,
cell_28_26,0,0,0,0,0,0,0,0,
cell_28_27,1,0,0,0,0,0,0,0,
cell_28_28,0,0,0,0,0,0,0,0,
cell_28_29,0,0,0,0,0,0,0,0,
cell_28_30,0,0,0,0,0,0,0,0,
cell_28_31,0,0,0,0,1,1,0,0,"cell_29_31,cell_27_32,cell_29_32,cell_27_30,cell_29_30"
cell_28_32,0,0,0,0,0,0,0,0,
cell_28_33,0,0,0,0,0,0,1,1,"cell_29_34,cell_27_32,cell_29_32"
cell_28_34,0,0,0,0,0,0,0,0,
cell_28_35,0,0,0,0,0,0,0,0,
cell_28_36,0,0,0,0,0,0,0,0,
cell_28_37,0,0,0,0,0,0,0,0,
cell_28_38,0,0,0,0,0,0,0,0,
cell_29_15,0,0,0,0,0,0,0,0,
cell_29_16,0,0,0,0,0,0,0,0,
cell_29_17,0,0,0,0,0,0,0,0,
cell_29_18,0,0,0,0,0,0,0,0,
cell_29_19,0,0,0,0,0,0,0,0,
cell_29_20,0,0,0,0,0,0,0,0,
cell_29_21,0,0,0,0,0,0,0,0,
cell_29_22,0,0,1,0,1,0,0,0,
cell_29_23,0,0,0,0,0,0,0,0,
cell_29_24,0,0,0,0,0,0,0,0,
cell_29_25,0,0,0,0,0,0,0,0,
cell_29_26,0,0,0,0,0,0,0,0,
cell_29_27,0,0,0,0,0,0,0,0,
cell_29_28,0,0,0,0,0,0,0,0,
cell_29_29,0,0,0,0,0,0,0,0,
cell_29_30,1,1,0,0,0,0,0,0,"cell_29_31,cell_28_31,cell_30_31,cell_30_29"
cell_29_31,0,0,0,0,1,1,0,0,"cell_29_32,cell_29_30,cell_28_31,cell_30_31"
cell_29_32,1,1,0,0,0,0,0,0,"cell_29_31,cell_28_33,cell_28_31,cell_30_31"
cell_29_33,0,0,0,0,0,0,0,0,
cell_29_34,0,0,0,0,0,0,1,1,"cell_29_35,cell_30_34,cell_30_35,cell_28_33"
cell_29_35,1,1,0,0,0,0,0,0,"cell_29_34,cell_30_35,cell_30_34"
cell_29_36,0,0,0,0,0,0,0,0,
cell_29_37,0,0,0,0,0,0,1,0,cell_30_37
cell_30_15,0,0,0,0,0,0,0,0,
cell_30_16,0,0,0,0,0,0,0,0,
cell_30_17,0,0,0,0,0,0,0,0,
cell_30_18,0,0,0,0,0,0,0,0,
cell_30_19,0,0,0,0,0,0,0,0,
cell_30_20,0,0,0,0,0,0,0,0,
cell_30_21,0,0,0,0,0,0,0,0,
cell_30_22,0,0,0,0,0,0,0,0,
cell_30_23,0,0,0,0,0,0,0,0,
cell_30_24,0,0,0,0,0,0,0,0,
cell_30_25,0,0,0,0,0,0,0,0,
cell_30_26,0,0,0,0,0,0,0,0,
cell_30_27,0,0,0,0,0,0,0,0,
cell_30_28,0,0,0,0,0,0,0,0,
cell_30_29,0,0,0,0,1,1,0,0,"cell_31_29,cell_29_30,cell_31_30,cell_31_28"
cell_30_30,0,0,0,0,0,0,0,0,
cell_30_31,0,0,1,1,0,0,0,0,"cell_29_31,cell_29_32,cell_29_30,cell_31_30"
cell_30_32,0,0,0,0,0,0,0,0,
cell_30_33,0,0,0,0,0,0,0,0,
cell_30_34,1,1,0,0,0,0,0,0,"cell_30_35,cell_29_34,cell_31_34,cell_29_35,cell_31_35"
cell_30_35,1,1,0,0,0,0,0,0,"cell_30_34,cell_29_35,cell_31_35,cell_31_36,cell_29_34,cell_31_34"
cell_30_36,0,0,0,0,0,0,0,0,
cell_30_37,0,0,0,0,1,1,0,0,"cell_29_37,cell_31_36"
cell_30_38,0,0,0,0,0,0,0,0,
cell_31_14,0,0,0,0,0,0,0,0,
cell_31_15,1,0,0,0,0,0,0,0,
cell_31_16,0,0,0,0,0,0,0,0,
cell_31_17,0,0,0,0,0,0,0,0,
cell_31_18,0,0,0,0,0,0,0,0,
cell_31_19,0,0,0,0,0,0,0,0,
cell_31_20,0,0,0,0,0,0,0,0,
cell_31_21,0,0,0,0,0,0,0,0,
cell_31_22,0,0,0,0,0,0,0,0,
cell_31_23,0,0,0,0,0,0,0,0,
cell_31_24,0,0,0,0,0,0,0,0,
cell_31_25,1,0,0,0,0,0,0,0,
cell_31_26,0,0,0,0,0,0,0,0,
cell_31_27,0,0,0,0,0,0,0,0,
cell_31_28,0,0,0,0,1,1,0,0,"cell_31_29,cell_32_28,cell_30_29"
cell_31_29,0,0,0,0,1,1,0,0,"cell_31_30,cell_31_28,cell_30_29,cell_32_28"
cell_31_30,0,0,0,0,1,1,0,0,"cell_31_29,cell_30_31,cell_30_29"
cell_31_31,0,0,0,0,0,0,0,0,
cell_31_32,0,0,0,0,0,0,0,0,
cell_31_33,0,0,0,0,0,0,0,0,
cell_31_34,1,1,0,0,0,0,0,0,"cell_31_35,cell_30_34,cell_30_35"
cell_31_35,0,0,0,0,0,0,1,1,"cell_31_36,cell_31_34,cell_30_35,cell_30_34,cell_32_34"
cell_31_36,1,1,0,0,0,0,0,0,"cell_31_37,cell_31_35,cell_30_37,cell_30_35"
cell_31_37,0,0,0,0,1,0,0,0,cell_31_36
cell_31_38,0,0,0,0,0,0,0,0,
cell_31_43,0,0,0,0,0,0,0,0,
cell_32_13,0,0,0,0,0,0,0,0,
cell_32_14,0,0,0,0,0,0,0,0,
cell_32_15,0,0,0,0,0,0,0,0,
cell_32_16,0,0,0,0,0,0,0,0,
cell_32_17,0,0,0,0,1,1,0,0,
cell_32_18,0,0,0,0,0,0,0,0,
cell_32_19,0,0,1,1,0,0,0,0,cell_33_19
cell_32_20,0,0,0,0,0,0,0,0,
cell_32_21,0,0,0,0,0,0,0,0,
cell_32_22,0,0,0,0,0,0,0,0,
cell_32_23,0,0,0,0,0,0,0,0,
cell_32_24,0,0,0,0,0,0,0,0,
cell_32_25,0,0,0,0,0,0,0,0,
cell_32_26,0,0,0,0,0,0,0,0,
cell_32_27,0,0,0,0,0,0,0,0,
cell_32_28,1,1,0,0,0,0,0,0,"cell_31_28,cell_31_29"
cell_32_29,0,0,0,0,0,0,0,0,
cell_32_30,0,0,0,0,0,0,0,0,
cell_32_31,0,0,0,0,0,0,0,0,
cell_32_32,0,0,0,0,0,0,0,0,
cell_32_33,0,0,0,0,0,0,0,0,
cell_32_34,0,0,0,0,1,0,0,0,cell_31_35
cell_32_35,0,0,0,0,0,0,0,0,
cell_32_36,0,0,0,0,0,0,0,0,
cell_32_37,0,0,0,0,0,0,0,0,
cell_32_38,0,0,0,0,0,0,0,0,
cell_32_39,0,0,0,0,0,0,0,0,
cell_32_42,0,0,0,0,0,0,0,0,
cell_32_43,0,0,0,0,0,0,0,0,
cell_33_12,0,0,0,0,0,0,0,0,
cell_33_13,0,0,0,0,0,0,0,0,
cell_33_14,0,0,0,0,0,0,0,0,
cell_33_15,0,0,0,0,0,0,0,0,
cell_33_16,0,0,0,0,0,0,0,0,
cell_33_17,0,0,0,0,0,0,0,0,
cell_33_18,0,0,0,0,0,0,0,0,
cell_33_19,0,0,0,0,1,1,0,0,"cell_32_19,cell_34_19,cell_34_20,cell_34_18"
cell_33_20,0,0,0,0,0,0,0,0,
cell_33_21,0,0,0,0,0,0,0,0,
cell_33_22,0,0,0,0,0,0,0,0,
cell_33_23,0,0,0,0,0,0,0,0,
cell_33_24,0,0,0,0,0,0,0,0,
cell_33_25,0,0,0,0,0,0,0,0,
cell_33_26,0,0,0,0,0,0,0,0,
cell_33_27,0,0,0,0,0,0,0,0,
cell_33_28,0,0,0,0,0,0,0,0,
cell_33_29,0,0,0,0,0,0,0,0,
cell_33_30,0,0,0,0,0,0,0,0,
cell_33_31,0,0,0,0,0,0,0,0,
cell_33_32,0,0,0,0,0,0,0,0,
cell_33_33,0,0,0,0,0,0,0,0,
cell_33_34,0,0,0,0,0,0,0,0,
cell_33_35,0,0,0,0,0,0,0,0,
cell_33_36,0,0,0,0,0,0,0,0,
cell_33_37,0,0,0,0,0,0,0,0,
cell_33_38,0,0,0,0,0,0,0,0,
cell_33_39,0,0,0,0,0,0,0,0,
cell_33_40,0,0,0,0,0,0,0,0,
cell_33_41,0,0,0,0,0,0,0,0,
cell_33_42,0,0,0,0,0,0,0,0,
cell_34_11,0,0,0,0,0,0,0,0,
cell_34_12,0,0,0,0,0,0,0,0,
cell_34_13,0,0,0,0,0,0,0,0,
cell_34_14,0,0,0,0,0,0,0,0,
cell_34_15,0,0,0,0,0,0,0,0,
cell_34_16,0,0,1,0,0,0,0,0,cell_35_17
cell_34_17,0,0,0,0,0,0,0,0,
cell_34_18,0,0,0,0,1,1,0,0,"cell_34_19,cell_35_18,cell_33_19,cell_35_19,cell_35_17"
cell_34_19,0,0,0,0,1,1,0,0,"cell_34_20,cell_34_18,cell_33_19,cell_35_19,cell_35_20,cell_35_18"
cell_34_20,0,0,0,0,0,0,1,1,"cell_34_19,cell_35_20,cell_35_21,cell_33_19,cell_35_19"
cell_34_21,0,0,0,0,0,0,0,0,
cell_34_22,0,0,0,0,0,0,0,0,
cell_34_23,0,0,0,0,0,0,0,0,
cell_34_24,0,0,0,0,0,0,0,0,
cell_34_25,0,0,0,0,0,0,0,0,
cell_34_26,1,0,0,0,0,0,0,0,cell_35_27
cell_34_27,0,0,0,0,0,0,0,0,
cell_34_28,0,0,0,0,0,0,1,1,cell_35_27
cell_34_29,0,0,0,0,0,0,0,0,
cell_34_30,0,0,0,0,0,0,0,0,
cell_34_31,0,0,0,0,0,0,0,0,
cell_34_32,0,0,0,0,0,0,0,0,
cell_34_33,1,0,0,0,0,0,0,0,cell_34_34
cell_34_34,0,0,0,0,0,0,1,0,cell_34_33
cell_34_35,0,0,0,0,0,0,0,0,
cell_34_36,0,0,0,0,0,0,0,0,
cell_34_37,0,0,0,0,0,0,0,0,
cell_34_38,0,0,0,0,0,0,0,0,
cell_34_39,0,0,0,0,0,0,0,0,
cell_34_40,0,0,0,0,0,0,0,0,
cell_34_41,0,0,0,0,0,0,0,0,
cell_34_42,1,0,0,0,0,0,0,0,
cell_35_11,0,0,0,0,0,0,0,0,
cell_35_12,0,0,0,0,0,0,0,0,
cell_35_13,0,0,0,0,0,0,0,0,
cell_35_14,0,0,0,0,0,0,0,0,
cell_35_15,0,0,0,0,0,0,0,0,
cell_35_16,0,0,0,0,0,0,0,0,
cell_35_17,1,1,0,0,0,0,0,0,"cell_35_18,cell_36_17,cell_34_18,cell_36_18,cell_34_16"
cell_35_18,0,0,0,0,1,1,0,0,"cell_35_19,cell_35_17,cell_34_18,cell_36_18,cell_34_19,cell_36_17"
cell_35_19,1,1,0,0,0,0,0,0,"cell_35_20,cell_35_18,cell_34_19,cell_34_20,cell_34_18,cell_36_18"
cell_35_20,0,0,0,0,0,0,1,1,"cell_35_21,cell_35_19,cell_34_20,cell_36_21,cell_34_19"
cell_35_21,1,1,0,0,0,0,0,0,"cell_35_22,cell_35_20,cell_36_21,cell_36_22,cell_34_20"
cell_35_22,0,0,1,1,0,0,0,0,"cell_35_21,cell_36_22,cell_36_23,cell_36_21"
cell_35_23,0,0,0,0,0,0,0,0,
cell_35_24,0,0,0,0,0,0,0,0,
cell_35_25,0,0,0,0,0,0,0,0,
cell_35_26,0,0,0,0,0,0,0,0,
cell_35_27,0,0,0,0,0,0,1,1,"cell_36_27,cell_34_28,cell_34_26"
cell_35_28,0,0,0,0,0,0,0,0,
cell_35_29,0,0,0,0,0,0,0,0,
cell_35_30,0,0,0,0,0,0,0,0,
cell_35_31,0,0,0,0,0,0,0,0,
cell_35_32,0,0,0,0,0,0,0,0,
cell_35_33,0,0,0,0,0,0,0,0,
cell_35_34,0,0,0,0,0,0,0,0,
cell_35_35,0,0,0,0,0,0,0,0,
cell_35_36,0,0,0,0,0,0,0,0,
cell_35_37,0,0,0,0,0,0,0,0,
cell_35_38,0,0,0,0,0,0,0,0,
cell_36_10,1,1,0,0,0,0,0,0,"cell_36_11,cell_37_10"
cell_36_11,1,0,0,0,1,0,1,0,"cell_36_10,cell_37_10"
cell_36_12,0,0,0,0,0,0,0,0,
cell_36_13,0,0,0,0,0,0,0,0,
cell_36_14,0,0,0,0,0,0,0,0,
cell_36_15,0,0,0,0,0,0,0,0,
cell_36_16,0,0,0,0,0,0,0,0,
cell_36_17,1,1,0,0,0,0,0,0,"cell_36_18,cell_35_17,cell_35_18"
cell_36_18,0,0,1,1,0,0,0,0,"cell_36_17,cell_35_18,cell_35_19,cell_35_17"
cell_36_19,0,0,0,0,0,0,0,0,
cell_36_20,0,0,0,0,0,0,0,0,
cell_36_21,0,0,0,0,0,0,1,1,"cell_36_22,cell_35_21,cell_35_22,cell_35_20"
cell_36_22,1,0,0,0,0,0,0,0,"cell_36_23,cell_36_21,cell_35_22,cell_35_21"
cell_36_23,0,0,1,1,0,0,0,0,"cell_36_22,cell_37_24,cell_35_22"
cell_36_24,0,0,0,0,0,0,0,0,
cell_36_25,1,0,1,0,1,0,1,0,cell_37_25
cell_36_26,0,0,0,0,0,0,0,0,
cell_36_27,0,0,1,1,0,0,0,0,cell_35_27
cell_36_28,0,0,0,0,0,0,0,0,
cell_36_29,0,0,0,0,0,0,0,0,
cell_36_30,0,0,0,0,0,0,0,0,
cell_36_31,0,0,0,0,0,0,0,0,
cell_36_32,0,0,0,0,0,0,0,0,
cell_36_33,0,0,0,0,0,0,0,0,
cell_36_34,0,0,0,0,0,0,0,0,
cell_36_35,0,0,0,0,0,0,0,0,
cell_36_36,0,0,0,0,0,0,0,0,
cell_36_37,0,0,0,0,0,0,0,0,
cell_37_10,0,0,0,0,1,1,0,0,"cell_36_10,cell_36_11"
cell_37_11,0,0,0,0,0,0,0,0,
cell_37_12,0,0,0,0,0,0,0,0,
cell_37_13,0,0,0,0,0,0,0,0,
cell_37_14,0,0,0,0,0,0,0,0,
cell_37_15,0,0,0,0,0,0,0,0,
cell_37_16,0,0,0,0,0,0,0,0,
cell_37_17,0,0,0,0,0,0,0,0,
cell_37_18,0,0,0,0,0,0,0,0,
cell_37_19,0,0,0,0,0,0,0,0,
cell_37_20,0,0,0,0,0,0,0,0,
cell_37_21,0,0,0,0,0,0,0,0,
cell_37_22,0,0,0,0,0,0,0,0,
cell_37_23,0,0,0,0,0,0,0,0,
cell_37_24,1,1,0,0,0,0,0,0,"cell_37_25,cell_38_25,cell_36_23"
cell_37_25,1,1,0,0,0,0,0,0,"cell_37_24,cell_36_25,cell_38_25,cell_38_26"
cell_37_26,0,0,0,0,0,0,0,0,
cell_37_27,0,0,0,0,0,0,0,0,
cell_37_28,0,0,0,0,0,0,0,0,
cell_37_29,0,0,1,1,0,0,0,0,"cell_38_29,cell_38_30,cell_38_28"
cell_37_30,0,0,0,0,0,0,0,0,
cell_37_31,0,0,0,0,0,0,0,0,
cell_37_32,1,0,1,0,0,0,0,0,"cell_38_32,cell_38_33,cell_38_31"
cell_37_33,0,0,0,0,0,0,0,0,
cell_37_34,0,0,0,0,0,0,0,0,
cell_37_35,0,0,0,0,0,0,0,0,
cell_37_36,0,0,0,0,1,0,0,0,
cell_37_37,0,0,0,0,0,0,0,0,
cell_37_38,0,0,0,0,0,0,0,0,
cell_38_9,0,0,0,0,0,0,0,0,
cell_38_10,0,0,0,0,0,0,0,0,
cell_38_11,0,0,0,0,0,0,0,0,
cell_38_12,0,0,0,0,0,0,0,0,
cell_38_13,0,0,0,0,0,0,0,0,
cell_38_14,0,0,0,0,0,0,0,0,
cell_38_15,0,0,0,0,0,0,0,0,
cell_38_16,0,0,0,0,0,0,0,0,
cell_38_17,0,0,0,0,0,0,0,0,
cell_38_18,0,0,0,0,0,0,0,0,
cell_38_19,0,0,0,0,0,0,0,0,
cell_38_20,0,0,0,0,0,0,1,1,cell_39_21
cell_38_21,0,0,0,0,0,0,0,0,
cell_38_22,0,0,1,1,0,0,0,0,"cell_39_22,cell_39_21"
cell_38_23,0,0,0,0,0,0,0,0,
cell_38_24,0,0,0,0,0,0,0,0,
cell_38_25,1,1,0,0,0,0,0,0,"cell_38_26,cell_37_25,cell_39_25,cell_39_26,cell_37_24"
cell_38_26,0,0,1,1,0,0,0,0,"cell_38_27,cell_38_25,cell_39_26,cell_37_25,cell_39_25"
cell_38_27,0,0,1,1,0,0,0,0,"cell_38_28,cell_38_26,cell_39_28,cell_39_26"
cell_38_28,0,0,0,0,1,1,0,0,"cell_38_29,cell_38_27,cell_39_28,cell_37_29"
cell_38_29,0,0,1,1,0,0,0,0,"cell_38_30,cell_38_28,cell_37_29,cell_39_28"
cell_38_30,0,0,0,0,0,0,1,1,"cell_38_31,cell_38_29,cell_39_31,cell_37_29"
cell_38_31,1,1,0,0,0,0,0,0,"cell_38_32,cell_38_30,cell_39_31,cell_37_32,cell_39_32"
cell_38_32,1,1,0,0,0,0,0,0,"cell_38_33,cell_38_31,cell_37_32,cell_39_32,cell_39_33"
cell_38_33,0,0,1,1,0,0,0,0,"cell_38_32,cell_39_33,cell_37_32,cell_39_32"
cell_38_34,0,0,0,0,0,0,0,0,
cell_38_35,0,0,0,0,0,0,0,0,
cell_38_36,0,0,0,0,0,0,0,0,
cell_38_37,0,0,0,0,0,0,0,0,
cell_38_38,0,0,0,0,0,0,0,0,
cell_38_39,0,0,0,0,0,0,0,0,
cell_39_9,0,0,0,0,0,0,0,0,
cell_39_10,0,0,0,0,0,0,0,0,
cell_39_11,0,0,0,0,0,0,0,0,
cell_39_12,0,0,0,0,0,0,0,0,
cell_39_13,0,0,0,0,0,0,0,0,
cell_39_14,0,0,0,0,0,0,0,0,
cell_39_15,0,0,0,0,0,0,0,0,
cell_39_16,0,0,0,0,0,0,0,0,
cell_39_17,0,0,0,0,0,0,0,0,
cell_39_18,0,0,0,0,0,0,0,0,
cell_39_19,0,0,0,0,0,0,0,0,
cell_39_20,1,1,0,0,0,0,0,0,"cell_39_21,cell_40_20,cell_40_21,cell_40_19"
cell_39_21,1,1,0,0,0,0,0,0,"cell_39_22,cell_39_20,cell_40_21,cell_38_22,cell_40_22,cell_38_20,cell_40_20"
cell_39_22,0,0,0,0,0,0,1,1,"cell_39_21,cell_38_22,cell_40_22"
cell_39_23,0,0,0,0,0,0,0,0,
cell_39_24,0,0,0,0,0,0,0,0,
cell_39_25,0,0,1,1,0,0,0,0,"cell_39_26,cell_38_25,cell_38_26,cell_40_26"
cell_39_26,0,0,0,0,1,1,0,0,"cell_39_25,cell_38_26,cell_40_26,cell_38_27,cell_38_25"
cell_39_27,0,0,0,0,0,0,0,0,
cell_39_28,0,0,1,1,0,0,0,0,"cell_38_28,cell_38_29,cell_38_27"
cell_39_29,0,0,0,0,0,0,0,0,
cell_39_30,0,0,0,0,0,0,0,0,
cell_39_31,1,1,0,0,0,0,0,0,"cell_39_32,cell_38_31,cell_38_30"
cell_39_32,0,0,1,1,0,0,0,0,"cell_39_33,cell_39_31,cell_38_32,cell_38_33,cell_38_31"
cell_39_33,0,0,1,1,0,0,0,0,"cell_39_32,cell_38_33,cell_38_32"
cell_39_34,0,0,0,0,0,0,0,0,
cell_39_35,0,0,0,0,0,0,0,0,
cell_39_36,0,0,0,0,0,0,1,0,
cell_39_37,0,0,0,0,0,0,0,0,
cell_39_38,0,0,0,0,0,0,0,0,
cell_39_39,0,0,0,0,0,0,0,0,
cell_40_8,0,0,0,0,0,0,0,0,
cell_40_9,0,0,0,0,0,0,0,0,
cell_40_10,0,0,0,0,0,0,0,0,
cell_40_11,0,0,0,0,0,0,0,0,
cell_40_12,0,0,0,0,0,0,0,0,
cell_40_13,0,0,0,0,0,0,0,0,
cell_40_14,0,0,0,0,0,0,0,0,
cell_40_15,0,0,0,0,0,0,0,0,
cell_40_16,0,0,0,0,0,0,0,0,
cell_40_17,0,0,0,0,0,0,0,0,
cell_40_18,0,0,0,0,0,0,1,0,cell_40_19
cell_40_19,1,1,0,0,0,0,0,0,"cell_40_20,cell_40_18,cell_39_20,cell_41_20"
cell_40_20,1,1,0,0,0,0,0,0,"cell_40_21,cell_40_19,cell_39_20,cell_41_20,cell_39_21,cell_41_21"
cell_40_21,0,0,1,1,0,0,0,0,"cell_40_22,cell_40_20,cell_39_21,cell_41_21,cell_41_22,cell_39_20,cell_41_20"
cell_40_22,0,0,1,1,0,0,0,0,"cell_40_21,cell_39_22,cell_41_22,cell_39_21,cell_41_21"
cell_40_23,0,0,0,0,0,0,0,0,
cell_40_24,0,0,0,0,0,0,0,0,
cell_40_25,0,0,0,0,0,0,0,0,
cell_40_26,0,0,1,1,0,0,0,0,"cell_39_26,cell_41_26,cell_41_27,cell_39_25"
cell_40_27,0,0,0,0,0,0,0,0,
cell_40_28,0,0,0,0,0,0,0,0,
cell_40_29,0,0,0,0,0,0,0,0,
cell_40_30,0,0,0,0,0,0,0,0,
cell_40_31,0,0,0,0,0,0,0,0,
cell_40_32,0,0,0,0,0,0,0,0,
cell_40_33,0,0,0,0,0,0,0,0,
cell_40_34,0,0,0,0,0,0,0,0,
cell_40_35,0,0,0,0,0,0,0,0,
cell_40_36,0,0,0,0,0,0,0,0,
cell_40_37,0,0,0,0,0,0,0,0,
cell_40_38,0,0,0,0,0,0,0,0,
cell_40_39,0,0,0,0,0,0,0,0,
cell_41_8,0,0,0,0,0,0,0,0,
cell_41_9,0,0,0,0,0,0,0,0,
cell_41_10,0,0,0,0,1,0,0,0,
cell_41_11,0,0,0,0,0,0,0,0,
cell_41_12,0,0,0,0,0,0,0,0,
cell_41_13,0,0,0,0,0,0,0,0,
cell_41_14,0,0,0,0,0,0,0,0,
cell_41_15,0,0,0,0,0,0,0,0,
cell_41_16,0,0,0,0,0,0,0,0,
cell_41_17,0,0,0,0,0,0,0,0,
cell_41_18,0,0,0,0,0,0,0,0,
cell_41_19,0,0,0,0,0,0,0,0,
cell_41_20,1,1,0,0,0,0,0,0,"cell_41_21,cell_40_20,cell_42_20,cell_40_21,cell_40_19,cell_42_19"
cell_41_21,0,0,0,0,0,0,1,1,"cell_41_22,cell_41_20,cell_40_21,cell_40_22,cell_40_20,cell_42_20"
cell_41_22,0,0,1,1,0,0,0,0,"cell_41_21,cell_40_22,cell_40_21"
cell_41_23,0,0,0,0,0,0,0,0,
cell_41_24,0,0,0,0,0,0,0,0,
cell_41_25,0,0,0,0,0,0,0,0,
cell_41_26,0,0,0,0,1,1,0,0,"cell_41_27,cell_40_26,cell_42_27"
cell_41_27,1,1,0,0,0,0,0,0,"cell_41_26,cell_42_27,cell_40_26"
cell_41_28,0,0,0,0,0,0,0,0,
cell_41_29,0,0,0,0,0,0,0,0,
cell_41_30,0,0,0,0,0,0,0,0,
cell_41_31,0,0,0,0,0,0,0,0,
cell_41_32,0,0,0,0,0,0,0,0,
cell_41_33,0,0,0,0,0,0,0,0,
cell_41_34,0,0,0,0,0,0,0,0,
cell_41_35,0,0,0,0,0,0,0,0,
cell_41_36,0,0,0,0,0,0,0,0,
cell_41_37,0,0,0,0,0,0,0,0,
cell_41_38,0,0,0,0,0,0,0,0,
cell_41_39,0,0,0,0,0,0,0,0,
cell_42_7,0,0,0,0,0,0,0,0,
cell_42_8,0,0,0,0,0,0,0,0,
cell_42_9,0,0,0,0,0,0,0,0,
cell_42_10,0,0,0,0,0,0,0,0,
cell_42_11,0,0,0,0,0,0,0,0,
cell_42_12,0,0,0,0,0,0,0,0,
cell_42_13,1,1,0,0,0,0,0,0,"cell_42_14,cell_43_13,cell_43_14"
cell_42_14,0,0,1,1,0,0,0,0,"cell_42_15,cell_42_13,cell_43_14,cell_43_15,cell_43_13"
cell_42_15,0,0,0,0,0,0,1,1,"cell_42_14,cell_43_15,cell_43_16,cell_43_14"
cell_42_16,0,0,0,0,0,0,0,0,
cell_42_17,0,0,0,0,0,0,0,0,
cell_42_18,1,1,0,0,0,0,0,0,"cell_42_19,cell_43_18,cell_43_17"
cell_42_19,1,1,0,0,0,0,0,0,"cell_42_20,cell_42_18,cell_41_20,cell_43_18"
cell_42_20,1,1,0,0,0,0,0,0,"cell_42_19,cell_41_20,cell_41_21"
cell_42_21,0,0,0,0,0,0,0,0,
cell_42_22,0,0,0,0,0,0,0,0,
cell_42_23,0,0,0,0,0,0,0,0,
cell_42_24,0,0,0,0,0,0,0,0,
cell_42_25,0,0,0,0,0,0,0,0,
cell_42_26,0,0,0,0,0,0,0,0,
cell_42_27,0,0,0,0,1,1,0,0,"cell_41_27,cell_41_26"
cell_42_28,0,0,0,0,0,0,0,0,
cell_42_29,0,0,0,0,0,0,0,0,
cell_42_30,0,0,0,0,0,0,0,0,
